Name,City,State,Zip,Amount
Kings Way Christian High School,Vancouver,WA,98665,500
Foundation Academy,Jacksonville,FL,32224,500
Maiden High School,Maiden,NC,28650,500
Horicon High School,Horicon,WI,53032,150
Odyssey Academy,Galveston,TX,77551,150
Alamance-Burlington Middle College,Graham,NC,27253,150
Corner High School,Dora,AL,35062,150
Carpenter Christian School,Christiansbrg,VA,24073,500
Bais Yakov D'gur,Brooklyn,NY,11204,500
Bronx Lab School,Bronx,NY,10467,150
Byne Memorial Baptist School,Albany,GA,31701,500
Minnechaug Regional High School,Wilbraham,MA,01095,150
Academy of Inkster,Inkster,MI,48141,150
Secondary School For Journalism,Brooklyn,NY,11215,150
Monadnock Waldorf High School,Keene,NH,03431,500
Adams Public Schools,Adams,NE,68301,150
Skyridge High School,Lehi,UT,00nan,2700
Talihina High School,Talihina,OK,74571,150
E-Institute Charter High School at Metro,Phoenix,AZ,85051,150
Philadelphia High School,Philadelphia,MS,39350,150
Mountain House High School,Mtn House,CA,95391,150
Beddow High School,Accokeek,MD,20607,150
Rocinante High School,Farmington,NM,87402,150
American School of Barcelona,Barcelona,,00nan,2700
Evangel Baptist Academy,Bucksport,ME,04416,500
Mountain View Academy,Mountain View,CA,94041,500
Birdville High School,N Richlnd Hls,TX,76180,150
The Hudson School,Hoboken,NJ,07030,500
Turkey Run Junior Senior High School,Marshall,IN,47859,150
Osborne High School,Osborne,KS,67473,150
Eagle Rock School for Professional Development Center,Estes Park,CO,80517,150
Inglewood Community Adult School,Inglewood,CA,90301,150
Albert Einstein Gymnasium,I D Nordheide,,00nan,2700
Boone Career and Technical Center,Foster,WV,00nan,2700
Bloomington High School North,Bloomington,IN,47404,150
Eldon High School,Eldon,MO,65026,150
Kingswood-Oxford School,West Hartford,CT,06119,150
Oxford Christian School,Oxford,AL,36203,500
John Bartram High School,Philadelphia,PA,19142,150
Hibernian Private School,Fort Myers,FL,33907,150
American Nicaraguan School,Managua,,00nan,2700
Rock Academy,San Diego,CA,92106,500
Foundations College Prep,Chicago,IL,00nan,2700
Halstrom High School: Mission Viejo,Mission Viejo,CA,92691,150
Global Village School,Ojai,CA,93023,150
Broadmoor Technical Center,Shawnee Msn,KS,66204,150
Byrne Creek Secondary School,Burnaby,BC,00nan,2700
Albina Youth Opportunity School,Portland,OR,97227,150
Global Enterprise High School,Bronx,NY,10469,150
Ohio Christian Academy,Middletown,OH,00nan,2700
Fort Wayne North Side High School,Fort Wayne,IN,46805,150
Flambeau Valley Christian School,Conrath,WI,54731,500
Evergreen Academy,Grove,OK,74344,150
Matanzas High School,Palm Coast,FL,32137,500
Lenoir County Early College High School,Kinston,NC,28504,150
Shiprock High School,Shiprock,NM,87420,150
Catawba Rosenwald School,Catawba,NC,28609,150
Mckinney Boyd High School,Mckinney,TX,75071,500
Mentorship Academy Digital Arts,Baton Rouge,LA,70801,500
North Mesquite High School,Mesquite,TX,75150,150
Cement High School,Cement,OK,73017,150
Clay County Center for Adult and Community Education,Orange Park,FL,32073,150
University Heights High School,Bronx,NY,10455,150
Academy of Aerospace and Engineering,Hartford,CT,06106,150
Mercy Ships Academy,Garden Valley,TX,75771,500
Winterboro High School,Alpine,AL,35014,150
Come Back Kids,Riverside,CA,92501,150
Alternative Education Center at Josh Lofton,Rochester,NY,14614,150
South Ridge School,Culver,MN,55779,150
Pioneer Career and Technical Center,Shelby,OH,44875,150
Penfield High School,Penfield,NY,14526,150
Polytech High School of Kent County,Woodside,DE,19980,150
Freedom Baptist Academy,Pikeville,KY,41501,150
Wolsey-Wessington High School,Wolsey,SD,57384,150
Archbishop Bergan High School,Fremont,NE,68025,2700
Covenant Life Center Education Ministry,Haines,AK,99827,150
Durham Academy Upper School,Durham,NC,27705,150
Evergreen Christian School,Olympia,WA,98502,500
Vanguard Christian Institute,Boerne,TX,78006,500
Wittenberg Academy,Chatfield,MN,55923,150
Culver Community High School,Culver,IN,46511,150
Rosedale Baptist School,Baltimore,MD,21237,500
White Cloud High School,White Cloud,MI,49349,150
Fredericksburg Academy,Fredericksbrg,VA,22408,150
School Community Guidance Center,Dallas,TX,00nan,2700
Corpus Christi New Vision Academy,Corp Christi,TX,78411,150
Scarlet Oaks Career Development School,Cincinnati,OH,45241,150
Orange County Alternative Middle-High School,Orlando,FL,32810,150
Amicitia American School Of Fes,Fes,FES,00nan,2700
Grace Preparatory Academy of New Braunfels,New Braunfels,TX,78130,500
Robert M Lafollette High School,Madison,WI,53716,150
Prattville High School,Prattville,AL,36067,150
Grandfalls Royalty High School,Grandfalls,TX,79742,150
Mentor Heritage Christian Academy,Mentor,OH,44060,500
Buckingham Browne and Nichols School,Cambridge,MA,02138,150
Lowell Christian Academy,Lowell,IN,46356,500
Shamrock Educational Academy,Newman Lake,WA,99025,500
Challenge Charter High School,Oroville,CA,95966,150
Burns Flat-Dill City High School,Burns Flat,OK,73624,150
Kingsview Christian High School,North Bend,OR,97459,500
Chabad Day School of Sharon Massachusetts,Sharon,MA,02067,500
East Bridgewater High School,E Bridgewtr,MA,02333,150
Incarcerated Youth Program,Washington,DC,20003,150
Carlson Home-Hospital School,N Hollywood,CA,91602,150
Joint Services Campus Program,Mishawaka,IN,46544,150
Parkview School,Muskogee,OK,74403,150
Kremlin-Hillsdale High School,Kremlin,OK,73753,150
Lisa Powell Ministries,Corona,CA,92880,500
Escambia Charter School,Gonzalez,FL,32560,150
Westmoreland Christian Academy,Greensburg,PA,15601,500
Mission Viejo High School,Mission Viejo,CA,92691,150
Craven Community College Adult High School,Havelock,NC,28532,150
Victor Senior High School,Victor,NY,14564,150
Popper-Keizer Honor School,Scotts Valley,CA,95067,500
Reformed Heritage Christian School Association,Kalamazoo,MI,49006,500
Bloomfield Central School,Bloomfield,NY,14469,150
Freshwater Area Learning Center,Staples,MN,56479,150
CHC Private School - Merritt Island,Merritt Is,FL,32953,150
Saint John Vianney High School,Kirkwood,MO,63122,2700
Hammond Central School,Hammond,NY,13646,150
Cds Aggeler,Chatsworth,CA,91311,150
American International School of Cotonou,Cotonou,,00nan,2700
Young America Works Public Charter School,Washington,DC,20011,500
Daytop Preparatory School,Millbrook,NY,12545,150
Ridgeview Christian School,Stuarts Draft,VA,24477,500
Saint Amant High School,Saint Amant,LA,70774,150
Omega Alpha Academy,Sierra Vista,AZ,85635,150
Tonopah Valley High School,Tonopah,AZ,85354,150
C V White High School,Helena,AR,72342,150
Twiggs Academy,Jeffersonville,GA,31044,500
Lee Early College High School,Sanford,NC,27330,150
Aguinaldo International School,Manila,,00nan,2700
Options For Youth - Hermosa Beach,Van Nuys,CA,91405,150
Cynthiana Christian Academy,Cynthiana,KY,41031,500
Mississippi Elite Christian Academy,Jackson,MS,39204,500
Forsyth R-III High School,Forsyth,MO,65653,150
Pea Ridge Manufacturing & Business Academy,Pea Ridge,AR,00nan,2700
Rolesville High School,Rolesville,NC,27571,150
Vance County Early College High School,Henderson,NC,27537,150
Caledonia High School,Caledonia,MS,39740,150
Jefferson School,Jefferson,MD,21755,150
Public Academy for Performing Arts,Albuquerque,NM,87110,500
Fort Campbell High School - Department of Defense,Fort Campbell,KY,42223,150
Liberty Christian School of Stark County,Massillon,OH,44647,500
Lifestyle Christian School,Conroe,TX,77304,500
Potomac High School,Oxon Hill,MD,20745,150
Carlsbad Alternative School,Carlsbad,CA,92008,150
Peace and Diversity Academy,Bronx,NY,10459,150
South Floyd High School,Hi Hat,KY,41636,150
Lake Chelan Christian Academy,Chelan,WA,00nan,2700
H Frank Carey High School,Franklin Sq,NY,11010,150
Morton Christian Academy,Morton,MS,39117,500
Gilbert Christian High School,Gilbert,AZ,85296,500
Saint Louis High School,Saint Louis,MI,48880,150
Fruitport Adult Education,Fruitport,MI,49415,150
Bais Yaakov High School,Chicago,IL,60659,500
Owego Free Academy,Owego,NY,13827,150
Manual Adult Evening School,Indianapolis,IN,46225,500
North Pocono Christian Academy,Moscow,PA,18444,500
Nanuet Senior High School,Nanuet,NY,10954,150
Canaanland Christian School,Chatsworth,GA,30705,500
PACE Statewide Correspondence School,Craig,AK,99921,500
Assembly Of God Church School,Calcutta,,00nan,2700
Corry Area High School,Corry,PA,16407,150
Midview High School,Grafton,OH,44044,150
Marquette Academy,Ottawa,IL,61350,500
Invest Collegiate Imagine,Asheville,NC,28806,150
Visitation Academy,Saint Louis,MO,63131,150
H H Ellis Technical School,Danielson,CT,06239,150
Estancia High School,Estancia,NM,87016,150
Alternative Youth Activities,Coos Bay,OR,97420,150
Scott Central Attendance Center,Forest,MS,39074,150
Boston Arts Academy,Boston,MA,02215,150
Washington United Christian Academy,Brentwood,MD,20722,500
Leadership Preparatory High School,Oakland,CA,94605,150
Constitution High School,Philadelphia,PA,19106,150
Monarch Christian Academy,Warsaw,IN,46582,500
Beacon Central Alternative School,Utica,KY,42376,150
Sinclair Christian Academy,Milledgeville,GA,31061,500
Sussex County Opportunity Program in Education: North,Bridgeville,DE,19933,150
Hearne High School,Hearne,TX,77859,150
School for Career Development (PS 753K),Brooklyn,NY,11238,150
City as High School Brooklyn,Brooklyn,NY,11201,150
Opportunities Unlimited,Martin,KY,41649,150
Seven Hills School,Cincinnati,OH,45227,500
Cultural Academy for the Arts and Sciences,Brooklyn,NY,11203,150
Clovis Adult Education,Clovis,CA,93611,150
Martha Layne Collins High School,Shelbyville,KY,40065,500
Christian Life Center,Lubbock,TX,79403,500
Eastport South Manor Junior-Senior High School,Manorville,NY,11949,150
Affiliated High School Of Peking University,Beijing,,00nan,2700
House Upon The Rock Academy,Culver City,CA,90230,150
Telluride High School,Telluride,CO,81435,150
Menahga High School,Menahga,MN,56464,500
Shelby County High School,Columbiana,AL,35051,150
C H Yoe High School,Cameron,TX,76520,150
Ben Bronz Academy,West Hartford,CT,06107,150
Greenport High School,Greenport,NY,11944,150
Gowanda Central School,Gowanda,NY,14070,150
Kealakehe High School,Kailua Kona,HI,96740,150
Crest School,Lecanto,FL,34461,150
Yankton Country School,Balaton,MN,56115,150
Woodbury Junior-Senior High School,Woodbury,NJ,08096,150
Conner Creek Academy East,Roseville,MI,48066,150
Robert M Shoemaker High School,Killeen,TX,76549,150
John Leslie Patton Junior Academic Center,Dallas,TX,75224,150
Dreamkeepers Academy,Shreveport,LA,00nan,2700
Sevastopol High School,Sturgeon Bay,WI,54235,150
New Heights Christian Academy,Houston,TX,77018,500
Gibson Ek High School,Issaquah,WA,00nan,2700
Platte Valley Christian Academy,North Platte,NE,69101,500
Jerusalem Baptist Christian Academy,Corp Christi,TX,78411,500
Robert Louis Stevenson School,New York,NY,10023,500
Willows High School,Willows,CA,95988,150
Keyport High School,Keyport,NJ,07735,150
Boston Collegiate Charter School,Boston,MA,02125,150
Bishop Garcia Diego High School,Santa Barbara,CA,93110,2700
Crystal Valley Christian School,Dundee,NY,14837,500
Mackinaw City High School,Mackinaw City,MI,49701,500
Moore Catholic High School,Staten Island,NY,10314,2700
Gordon Lee Memorial High School,Chickamauga,GA,30707,150
Bristol Bay Borough High School,Naknek,AK,99633,150
Gateway to College,Philadelphia,PA,19130,150
Juniper Hills High School Juvenile Correctional Center Lewiston,Lewiston,ID,83501,150
"GW Community School, The",Springfield,VA,22151,150
Chattanooga School for Arts and Sciences,Chattanooga,TN,37403,150
Pampa High School,Pampa,TX,79065,150
Northbrook Senior High School,Houston,TX,77080,150
South Stanly High School,Norwood,NC,28128,150
Romeo High School,Bruce Twp,MI,48065,150
Maple Mountain High School,Spanish Fork,UT,84660,500
Decatur Day School,Decatur,GA,30030,150
Dublin Jerome High School,Dublin,OH,43016,150
Marin Academy,San Rafael,CA,94901,500
Darrell Smith High School,Sterling,CO,80751,150
Novi Adult Education,Novi,MI,48374,150
American Community School of Abu Dhabi,Abu Dhabi,,00nan,2700
Schenck High School,E Millinocket,ME,04430,150
Spring High School,Spring,TX,77373,150
Haworth High School,Haworth,OK,74740,150
Mater Dei Academy,Omaha,NE,68134,500
Marietta Christian School,Marietta,OH,45750,500
Career Building Academy-Peyton,Peyton,CO,80831,150
High School of Computers and Technology,Bronx,NY,10467,150
Brooke Charter School,South Boston,MA,00nan,2700
Army And Navy Academy,Carlsbad,CA,92008,150
C.O.R.E. Camptonville Academy,Marysville,CA,95901,150
British Columbia International School Bangkok,Bangkok,,00nan,2700
Millard North High School,Omaha,NE,68154,150
Bonduel High School,Bonduel,WI,54107,150
Woodward Children's Center,Freeport,NY,11520,150
Bible Believers Christian School,Lima,OH,45805,500
Clarksville Christian Academy,Kinston,NC,28501,500
Wirt County High School,Elizabeth,WV,26143,150
Henley High School,Klamath Falls,OR,97603,150
Life Skills Center of Hamilton County,Cincinnati,OH,45237,500
Greenwich Academy,Greenwich,CT,06830,150
Cornerstone Christian Preparatory Academy,South Park,PA,15129,500
Maxine L Silva Magnet High School for Health Care Professions,El Paso,TX,79905,500
Hamilton County Senior High School,Mc Leansboro,IL,62859,150
Silver Valley Academy,Yermo,CA,92398,150
Deland-Weldon High School,De Land,IL,61839,150
Richfield Christian Academy,Flint,MI,48506,500
Galva High School,Galva,IL,61434,150
Storefront School East,Daytona Beach,FL,32119,150
Sylvania Southview High School,Sylvania,OH,43560,150
ASU Preparatory Academy - Polytechnic,Mesa,AZ,85212,150
Western Boone Junior-Senior High School,Thorntown,IN,46071,150
The Marin School,San Rafael,CA,94903,500
Lone Tree High School,Lone Tree,IA,52755,500
Maya Angelou Public Charter School,Washington,DC,20019,500
Sun Valley Charter High School,Ramona,CA,92065,500
Rhinebeck Central School,Rhinebeck,NY,12572,150
Stockbridge Valley Central School,Munnsville,NY,13409,150
The Church Christian Academy,Sutersville,PA,15083,500
American Heritage Charter School,Idaho Falls,ID,00nan,2700
Purvis High School,Purvis,MS,39475,150
Mazama Froshmore Academy,Klamath Falls,OR,97603,500
Dalton L McMichael High School,Mayodan,NC,27027,150
STEM Academy of Boyle Heights,Los Angeles,CA,90023,150
Burlington Township High School,Burlington,NJ,08016,150
Goddard Academy,Goddard,KS,67052,150
Atascadero High School,Atascadero,CA,93422,150
Rivercrest Preparatory,Jurupa Valley,CA,91752,150
Hawken School,Gates Mills,OH,44040,150
Bryant Adult Alternative High School,Alexandria,VA,22306,150
Cocalico High School,Denver,PA,17517,150
Bolivar Central High School,Bolivar,TN,38008,150
Hazelwood West High School,Hazelwood,MO,63042,150
Terry Sanford Senior High School,Fayetteville,NC,28303,150
Reenas Bais Yaakov,Highland Park,NJ,08904,500
Jeffers High School,Painesdale,MI,49955,150
Yampa Valley High School,Steamboat Spr,CO,80487,150
Civa Charter High School,Colorado Spgs,CO,80918,150
Monsignor Donovan Catholic High School,Athens,GA,30606,2700
Alexander Central High School,Taylorsville,NC,28681,150
Hayfork High School,Hayfork,CA,96041,150
Harvestime Christian Academy,North Canton,OH,44720,500
Chino Valley High School,Chino Valley,AZ,86323,150
Newfound Regional High School,Bristol,NH,03222,150
Madison Avenue Baptist Academy,Paterson,NJ,07501,500
Judah Christian Academy,Oklahoma City,OK,73139,500
Energized for STEM Academy Inc: West High School,Houston,TX,77081,150
Central High School Coosa County,Rockford,AL,35136,150
Mavericks High: Pinellas,Largo,FL,33770,500
George Gervin Academy,San Antonio,TX,78218,150
Southgate Adult And Communication High School,Southgate,MI,48195,500
New Mexico Academy for Science and Math,Santa Fe,NM,87505,150
Carol Martin Gatton Academy of Math and Science in Kentucky,Bowling Green,KY,42101,150
Chase County High School,Imperial,NE,69033,150
Key to Learning,Lompoc,CA,93436,150
Springfield Central High School,Springfield,MA,01109,150
Ruleville Central High School,Ruleville,MS,38771,150
British International School of Ljubljana,Ljubljana,,00nan,2700
South Region HS #2A-Public Service Community School,Los Angeles,CA,90001,150
Southern Trinity High School,Mad River,CA,95526,150
Eben-Ezer Christian Academy,Elsa,TX,78543,500
Individualized Learning Services,Beaumont,TX,77701,150
Tamaqua Area Senior High School,Tamaqua,PA,18252,150
Tiger Mountain Community High School,Issaquah,WA,98027,150
Red River Academy,Moorhead,MN,56560,500
Thomaston High School,Thomaston,CT,06787,150
Manistee Catholic Central High School,Manistee,MI,49660,500
David Crockett High School,Austin,TX,78745,150
Glen Ridge High School,Glen Ridge,NJ,07028,150
Coretta Scott King Young Women's Leadership Academy,Atlanta,GA,30318,150
Loyal High School,Loyal,WI,54446,500
